Review_ID,Order_ID,Review_Score,Review_Comment_Title_En,Review_Comment_Message_En,Review_Creation_Date,Review_Answer_Timestamp
002e44e3cf13f44a98e7623c88fdd336,76ccfd1f50385cff04dc3ba521500b47,4,NULL,NULL,"2024-02-06 00:00:00","2024-02-07 12:04:00"
002e8e05b26cca7ce8704371bd06406d,07220c39eb26068368e675009154d635,4,NULL,"I'm waiting for the product","2024-04-11 00:00:00","2024-04-11 11:09:00"
002f100916fd5242e4ae510ca5c9c170,c809b7fce9716f7f28909c7d5aca9eab,5,recommend,"product delivered on time and has good quality","2024-07-10 00:00:00","2024-07-11 11:29:00"
002f414a7c4567ad01f3456c1689de74,87da4e556d02332032278169c291d571,4,NULL,NULL,"2024-02-03 00:00:00","2024-02-05 23:58:00"
002f492a201534c326517ba70a5edfb6,a44769d4b105fc1256ab873c55d43af6,5,NULL,NULL,"2023-03-07 00:00:00","2023-03-08 08:49:00"
002fbdbf4b1671be0127c601abb17f11,f53b39c6c91ce86717c15d8e4e5da0c2,5,NULL,NULL,"2023-01-13 00:00:00","2023-01-14 11:20:00"
0030af163f9a05827578dc83e2c968cd,0a57fdd1a42f86bd170a4623ca76676c,5,NULL,"Very efficient, they delivered before the deadline they gave","2024-06-14 00:00:00","2024-06-17 23:58:00"
0030f939576d0188eb398c1d9c4ec1f9,207d35e4a69118f2f9422aa1949043f7,4,NULL,...........................................................................................................................................................................................................,"2024-06-13 00:00:00","2024-06-14 16:41:00"
00311993b334898af860a795f15a054f,e809e9009327e4a97a5ec915477b240a,2,NULL,"Product that was not available in the store..receiving a product that I did not like..","2023-05-21 00:00:00","2023-05-21 23:49:00"
0033c4e5fa788424efcc3ed56ab353b1,108ba0b0521d3a6629dc825044217a57,5,NULL,"The product arrived on time, all packaged correctly. ","2023-03-12 00:00:00","2023-03-13 20:56:00"
00340557e47d90c6c5ba1dc739de566c,f82a2055f59b4ccf07be7a6e9d52debd,5,NULL,"I liked it a lot. Well priced and delivered super quickly. I definitely recommend it. ","2023-10-08 00:00:00","2023-10-10 02:03:00"
00342abdc15d613efd665c4bc2df0826,1affa2b54c26489a1600dea208b13bfd,5,NULL,NULL,"2024-01-05 00:00:00","2024-01-06 21:46:00"
00343e1d7afe6b95442fc008abe9763f,b55e03266fc482bd2d25a8116a8be42d,2,NULL,NULL,"2024-01-13 00:00:00","2024-01-17 13:19:00"
0034ad46578179524a8a98efdf40f75c,f84142abcd970057a7ed92e21b1fd33b,5,NULL,NULL,"2023-08-22 00:00:00","2023-08-22 19:52:00"
00355aabc83e148cd43833a1c0f6f3fe,7e844a0812d948cb6f3a7ffa97bde8dd,1,NULL,"Product received before the established deadline and in accordance with what was requested.","2023-11-22 00:00:00","2023-11-22 14:21:00"
00359b57348e32f42f35ff40257cd0e5,6f211f55f5d2168a3c9d8c60e6a89c3d,5,"super recommended","very good ","2024-05-18 00:00:00","2024-05-21 15:47:00"
0036406b2cc6f30d2b33048647f6f5a3,8a12018fd6af932819b6e06b6e3eeba7,5,NULL,"Great product, fast delivery and super well packaged. I highly recommend it!!!","2023-11-29 00:00:00","2023-11-30 01:07:00"
0037d03578e269019636a6b9d54a59d8,d45182d981794b5e86d5f433ed2d6e71,5,NULL,NULL,"2024-03-29 00:00:00","2024-04-02 01:16:00"
0038d27c27eb7ee62b99cff1aa0b0898,3b7a4848d7c9e68236e6c171d798213d,3,NULL,NULL,"2024-05-16 00:00:00","2024-05-16 18:16:00"
0038dd4d58edcbd1b36fb0f710d91551,29fd35acc2205a78e40f2141e78a839a,5,NULL,NULL,"2023-11-02 00:00:00","2023-11-07 14:45:00"
00390430316d2ec6557b4c9b4213da4e,65e58aacdb27163c49aeb7382b07efb3,5,NULL,NULL,"2023-03-08 00:00:00","2023-03-09 10:00:00"
00397dc753e8c52a2dd4d73a20b88ae7,543ab3128139efe78bf5e8006ae25087,1,NULL,"Congratulations. I am very satisfied","2024-03-21 00:00:00","2024-03-21 09:36:00"
0039afc1db3af397f4f4c11cc142dce7,ee950b52f88b7665e4c1beda95b03b78,4,NULL,NULL,"2024-02-20 00:00:00","2024-02-26 12:44:00"
003b492b24737d8daab3f8b955b31ebc,f70fd9d62d604dd8ac70938c59b6a93d,5,NULL,NULL,"2023-10-09 00:00:00","2023-10-09 20:44:00"
003c15c7ac83b5e12bf8c7ff67389833,e76180345fb828eab6371bd9cb478529,5,NULL,NULL,"2024-05-17 00:00:00","2024-05-20 16:12:00"
003da935bbc8bc0808b8d980579d7f7e,08733fad8b29896d4920d381cd3f7cf1,5,NULL,NULL,"2024-02-10 00:00:00","2024-02-12 13:05:00"
003db433cae2214483c5b97472810543,0c855b2afa3ba71dbaaf066c4fd83518,5,NULL,NULL,"2023-06-22 00:00:00","2023-06-23 00:49:00"
003df9e2eb74d2d8b35718c0ac81eb01,85cc597a6403094c0e538adabc0965b6,5,NULL,"I thought because it was a reputable store it would be faster to deliver I thought there was a lot of bureaucracy and it took too long","2023-12-21 00:00:00","2023-12-23 18:46:00"
003e474cf0858d6d1016ab1f993c2cff,3f79906e1eae95209df3fb74edbdce8c,5,NULL,"Good pillows for the price but lack a little more filling.","2023-03-17 00:00:00","2023-03-20 00:39:00"
003ed99dfd12f7fcfa720ed0296f3fc4,c78b7d2ec9206abfd9d1853a97deaa07,3,NULL,"Excellent product, only shipping was very expensive. However, the product is of quality!...","2023-05-04 00:00:00","2023-05-08 22:18:00"
003fe09b822cbd40d60e153efe41cf4b,8d00e06d3fa925f408fd286f9805a765,5,NULL,NULL,"2024-03-03 00:00:00","2024-03-05 11:56:00"
00409368c3ac60ba625775e40321ebc0,3adab61474a972a1606b0c78d64b8aee,1,NULL,NULL,"2024-07-29 00:00:00","2024-07-30 05:09:00"
00410141bcde1f1a039230835ea12301,bff76a871750bd5f03d22c007cd7d26d,1,NULL,NULL,"2024-08-10 00:00:00","2024-08-10 07:31:00"
00416f56c25bff14d99acc7ab848828b,6d0f0280ebfb3b857b70731c9df2158c,5,NULL,NULL,"2024-05-18 00:00:00","2024-05-20 16:15:00"
00418c4b4e9a254383c09e057ad3966c,6e69e79ae5c37939561c11bf79f4b866,5,NULL,"Very good!","2024-05-06 00:00:00","2024-05-07 15:00:00"
004290d79570c8175d52b9e3aa39012a,cb2e2bf4d2990911417af94995df6adf,5,NULL,NULL,"2024-05-30 00:00:00","2024-05-30 22:10:00"
0042c17cf2e1c6c6442ec6f3b7c1a7fd,c02f5eada28376633fcc3dd13a9052b7,3,NULL,"I would like to give a tip regarding the delivery packaging, it could be inside a box to prevent the product from being damaged or possible breakage. ","2024-04-18 00:00:00","2024-06-14 23:46:00"
004344f0a4dd3cdffce1eb7910e47539,810c6a01f9a077313109b64e36165ecb,5,NULL,"As in the image, super fast delivery, much more beautiful than I imagined, great value for money.","2024-04-06 00:00:00","2024-04-07 15:57:00"
004487c7eeef88c369db5e2a9eb55a7b,d2aa63ac411996ad85fc0099c47db2df,3,NULL,NULL,"2023-05-10 00:00:00","2023-05-13 00:26:00"
0044d27b5dd50693ba83f184593e54f7,24fe7dc3b99f55e3d45f8d3d4c394811,3,NULL,"I can't blame the store, but it's depressing not to receive the order until now because of the POST OFFICE. ","2024-03-09 00:00:00","2024-03-10 23:32:00"
004580d2657b221e45f84f4169675ecd,049ede3fc839758e81752a9dacd1f911,5,NULL,NULL,"2024-08-11 00:00:00","2024-08-11 18:03:00"
00464414d48a3c1bc10b0466ef965106,e1f0086d7b409eb76308869bdd4e39b5,4,NULL,NULL,"2024-08-17 00:00:00","2024-08-18 01:32:00"
00467575f1dbe73ab1e76f212f5231d8,e677510e2924d4e0abd70deded2cb95e,5,NULL,NULL,"2024-07-13 00:00:00","2024-07-14 12:34:00"
0046add16861e2e1de91245db7cdd508,5d8e9c0a711b826b72298f9abeb269cd,3,NULL,NULL,"2023-02-14 00:00:00","2023-02-15 03:13:00"
0047003d8db587826ba443ca6005f953,6728a6a592a63817d0ac211044efa702,5,NULL,NULL,"2024-08-26 00:00:00","2024-08-29 19:11:00"
00471dfbd0f4858840258e732ba33eb4,b96a6dd4f298f5e0e797e6251f2de6f0,5,NULL,"I have the Baratheon store as my favorite and I recommend it.","2023-11-14 00:00:00","2023-11-16 13:25:00"
004727797fa0aee6e44eef52d8e29d97,f581fb09c9f7d67c2d7035ac36dd49e6,5,NULL,NULL,"2023-12-08 00:00:00","2023-12-10 19:07:00"
0047ca502c37fbba9b3a31eeae3fe0c2,68e48e68da1f50f7c5838ea75e3a20dd,5,NULL,NULL,"2024-06-23 00:00:00","2024-06-25 12:01:00"
0047eb904f868090cc7aec650dfb574c,78d08dbbd210373254dc4730f3aa25a0,5,NULL,"Great, congratulations. Thank you all. Very efficient, congratulations.","2024-02-17 00:00:00","2024-02-19 04:19:00"
004893658ab9d765ad52cc27c4a5593e,c5a8ec0541df6eec6a1b4c5ce463f56b,3,Good,"It arrived before the deadline, the material is not of such good quality in terms of finishes, but otherwise it is great","2024-05-16 00:00:00","2024-05-17 10:59:00"
00489c52684302a7ae49bf65175cb1a8,16af3bfaa6a2871b0c80b75da409f501,5,NULL,NULL,"2024-05-09 00:00:00","2024-05-10 13:12:00"
004b46d25cf765337a5755e8dee5b0e2,ba1ffea739c021afe21346cf0cc9264b,5,NULL,"very good, I received it before the expected date","2023-10-25 00:00:00","2023-10-25 17:21:00"
004d7b37fc34956513d3f983f42a576b,15f8a954a337218a8196bae2dc3d801d,5,NULL,NULL,"2023-06-04 00:00:00","2023-06-06 21:51:00"
004d9aec8ee40e76998b94ab13faeb14,528d1ebb9f5a8601f7c1d21e05412b2f,4,NULL,NULL,"2023-05-13 00:00:00","2023-05-16 01:05:00"
004e9b7b916a0a68269e00bac99e29fd,8647ff7e5f9536a33f5e6fd7f2c08d2a,3,NULL,NULL,"2023-07-13 00:00:00","2023-07-13 23:27:00"
004f11ee811a4b6a501d2b87d402383f,a902114dd9904d0720db65f860a98d7d,5,NULL,NULL,"2024-07-24 00:00:00","2024-07-25 00:25:00"
004f26c5e26874a5fa0685281e022df7,e2c37260c7a927c7d9808341dbe2924c,4,NULL,"No restrictions on purchase.","2023-11-17 00:00:00","2023-11-18 23:25:00"
005013e9b3036ddf7233237afa469def,ef79852572532629bfd78b06d07055c5,5,NULL,"I didn't receive the product ","2023-10-10 00:00:00","2023-10-10 22:47:00"
00503b4965ba711601df2b8cad998c88,135abbc3c51d35902766fc491caf6418,5,"Crossword game",Good,"2024-06-22 00:00:00","2024-06-23 23:02:00"
005135d7687a189652e3d83cbcf1ec9c,8b019d057bcca4a22ee5bbd62e8ffe0e,5,NULL,"Delivery occurred within the expected time frame, within the desired quality. Everything Ok!","2024-04-20 00:00:00","2024-04-20 17:23:00"
00524725f93f9c7f7d7679622735adf8,c1055c3c83d15a7d43c7b6e3f283ae53,5,NULL,"My order was delivered in half!! Absurd! I've already had another order from another store delivered and I still haven't received it!!! And I have no position!! Someone got my product! "","2023-11-08 00:00:00","2023-11-09 14:19:00"
00530967e84432eb161cd425775a79be,7df3c095af94aeda50060d0f9ab510fc,4,NULL,"It's been a while since I bought the product and there is a problem with delivery and the store doesn't help me, automatically answering a question that doesn't correspond to what I asked.","2024-05-24 00:00:00","2024-05-25 15:28:00"
005309def0f8a118701b0fb10b596f55,afa4a5eb55c10c299c13478f1f092dc1,5,NULL,"I really enjoyed shopping at the store, I would recommend my friends to buy at the store ","2024-06-30 00:00:00","2024-07-01 15:09:00"
005323819530bea951c3b5d04a381fcd,03e5d6a8dd520898f86f8429ccd07c21,3,NULL,NULL,"2024-08-19 00:00:00","2024-08-20 16:47:00"
005411e5e211119db98b88eea9b7c54b,92513d9a04507b68515a1866806bcf6c,5,NULL,NULL,"2024-08-25 00:00:00","2024-09-06 12:00:00"
0054fba4a2c8ddef00af2a4805eec53d,b07ccdfa28017f65163b05eaa308ff97,1,"Lack of product ","I bought two curtains but only one curtain came in the note says two I would like to know what will be done because this is a lack of respect for the consumer who buys and wants to receive a response.","2024-06-14 00:00:00","2024-06-14 21:03:00"
005554efe7c593653eef91c1c8b1ff86,894f6e0db677f7c543348befc4ecc7da,5,NULL,"I'm liking the product. I would like to buy other products, like 2 or 3 products, and only pay shipping. Wouldn't it be fair? Here's a tip!","2023-09-21 00:00:00","2023-09-22 05:07:00"
00577b347f98b48d28ce87c4a35cddc0,1409fa8d66178147ed431573330397c0,5,NULL,"All deadlines and merchandise met","2023-02-23 00:00:00","2023-02-27 13:55:00"
005827eb7eb6381f44bd1b76a702d14b,3453b206c6aec2e9dcb09d2cea15e7cb,5,NULL,"I recommend they delivered well ahead of schedule.","2023-08-16 00:00:00","2023-08-17 11:24:00"
0059582d8e0cc445fa942c5c9231d72a,cad5d696e0d7bf7f475ff4cb616e7cd1,4,NULL,"Product arrived on time. Very good.","2023-12-15 00:00:00","2023-12-15 21:37:00"
005a61bc59a417a49b978da5c594962a,8d04cc6c75bba21874268deda821055d,4,NULL,"It took a long time to arrive after payment. I think delivery time can be better optimized.","2023-08-17 00:00:00","2023-08-17 23:57:00"
005a68c1e45d2ef683bbdc7354c9d3d8,db0b12b763f716df3f27218724161479,1,NULL,"I bought 2 mini bikes and only received one, I'm waiting for a return.","2023-01-26 00:00:00","2023-01-29 13:30:00"
005c71c9a5f74c94127ee8c2e70a3591,e97c5b2fbc059aff15280edf4ff75dab,5,NULL,NULL,"2023-08-18 00:00:00","2023-08-24 12:36:00"
005d5bfc6d33c19bb1f51cdd7c103707,fd1cfd1076dd551e6bb1c4567e5a1b31,5,NULL,NULL,"2023-12-12 00:00:00","2023-12-15 01:33:00"
005eba8f7c09057f6ba364800d5af85e,5850f6bb95a78cd0fd9641e0453a740b,1,NULL,NULL,"2024-01-13 00:00:00","2024-01-13 13:10:00"
005ecb46e3dd0a777d3c04d9be75352f,f33b79c24a554aeeed434f1072a17755,1,NULL,"The store's price is great, but it doesn't have larger sharpening options and DOESN'T INCLUDE SCREWS AND BUSHINGS","2024-02-02 00:00:00","2024-02-05 14:26:00"
005ee02b2a92d329cd650b1bba202b26,ff73e2e57b5c7d3a1aa7c3ccaacafaa6,2,NULL,"The table tops were damaged and apparently they tried to paint it with any paint before sending it, which only made everything worse, a terrible finish, the side of the table top was peeling and pieces were coming off :(","2023-06-30 00:00:00","2023-07-01 20:22:00"
005f13757c0f13da715a9c96892692db,f2bb3a124d84782133f5aadabe42adca,5,NULL,NULL,"2023-08-15 00:00:00","2023-08-16 13:57:00"
005fc7abaa7a67d3ce8f49aee64e2751,da9e241d42acffe7f3a590e13f030df0,5,"very good, ten.","very fast, as expected.","2024-07-14 00:00:00","2024-07-15 20:58:00"
005fcf408ccadabf1bce2a26fb210135,c6b6299c09e64ae50abb6de38ab93a51,3,NULL,"The bag is of good quality, beautiful and versatile for everyday use. Furthermore, delivery was super fast. "","2023-03-22 00:00:00","2023-03-25 20:31:00"
0060224a4750ca9f2df557474bcfb605,00a13ab02fbe82f78cd84f14e41564ed,5,NULL,NULL,"2023-12-15 00:00:00","2023-12-16 08:09:00"
006044b30c77dd9d8b08284918b16505,fda36ee6617e0a93f9634040815eaf05,4,NULL,NULL,"2024-07-02 00:00:00","2024-07-02 15:32:00"
0060db7652beb5a1cb44879f09b1bf41,4531f9e3581ee3d612c9d537606d00f9,5,NULL,NULL,"2023-11-29 00:00:00","2023-11-30 16:09:00"
0061d245d3b36dccdd2db35fc1f4ecd6,87ef1d19ade51410879febf6046ea642,5,NULL,NULL,"2024-05-17 00:00:00","2024-05-20 18:28:00"
0063ca42d0dccf5e41391cd90941f9ee,e1bf61ad2edc26abb98c7d7f4a8dc47c,5,NULL,NULL,"2024-05-04 00:00:00","2024-05-05 02:30:00"
0064391e7c9c58cdb277f6e33e0fb4b1,b50700cbee924cf4a5f5f9f38c1d0a04,3,NULL,NULL,"2024-03-07 00:00:00","2024-03-08 10:22:00"
0064bc7363b0ce5d319ce5d431fce38a,e3c2bd85842c8c1e31ed960eea5fa85c,5,NULL,"Very good and safe product","2024-08-08 00:00:00","2024-08-08 09:20:00"
00664289325b88a02e7e73b1356492d6,519848aec23e707e7000d416d01c5054,5,NULL,NULL,"2024-04-24 00:00:00","2024-04-25 13:16:00"
0067e0026403f22e86d7e52f666a6d90,a271a428c3186d0c7325878c2075a8d8,5,NULL,NULL,"2024-05-18 00:00:00","2024-05-23 14:49:00"
006862652d256edde8f62c5d7792ee50,ce11340d59020c4c840f12096c81b609,5,NULL,NULL,"2024-04-26 00:00:00","2024-05-02 16:36:00"
0068ee55e45516d7eb44878466342b15,ad017ea4537bcf364b841c9160b0fa51,5,NULL,NULL,"2024-03-29 00:00:00","2024-03-31 20:59:00"
0068f12e441d7be6f20edab899c9e534,df0bfbf54e085e793d7b164f7c4304e1,5,NULL,"My son loved it, it's exactly as advertised.","2023-10-03 00:00:00","2023-10-03 21:52:00"
0069cacb1c1edabe6da3bc83ef1edd29,e20feda4e7ceb4729018d7105314d5b3,5,NULL,"I liked what I bought and it looks really cool on the bike","2024-02-28 00:00:00","2024-03-02 22:39:00"
0069fe04cc654deccad08e48c37a9e34,5ae255c95ad57c93f6b3a623b8b5505f,5,NULL,NULL,"2024-06-07 00:00:00","2024-06-10 02:36:00"
