customer_id,Subscriber_ID,Subscribe_Date,First_Order_Date,Customer_Postal_Code,Customer_City,Customer_Country,Customer_Country_Code,Age,Gender
0018f7fde63ca77254dbc47f4ea358b2,392c8818b71b14227a7c701e7d54a3a1,2023-08-18,2023-09-26,DE-50670,Cologne,Germany,DE,39,Female
0019c9aaad15b043c48f0a1180f22ce8,4662682dade3cc1bfa04996c5225a849,2024-02-10,2024-03-06,DE-10179,Berlin,Germany,DE,24,Female
001a57041f56400917a187dd74e6cbc1,163b27a06a32c2fa565927170b59b5d4,2024-01-04,2024-01-17,DE-10119,Berlin,Germany,DE,40,Male
001f150aebb5d897f2059b0460c38449,0f88eb431888ffb9d726252b7ac8cefe,2022-06-27,2024-05-09,NO-0152,Oslo,Norway,NO,53,Male
001f35d9f262c558fd065346fbf5801d,ed5340f0e2a52fffa065298aeb875e60,2024-01-23,2024-01-25,FR-75003,Paris,France,FR,32,Female
001f6f1a5e902ad14e1f709a7215de11,c6b7dcd3718d1ad87f069d32a8566ce2,2022-10-22,2023-02-07,DE-4103,Leipzig,Germany,DE,26,Male
00205ad9ba1ef4340cef86583294cf82,28a4a9aa9bd3640e1f9a9cf542cb25fd,2022-06-11,2024-05-12,SK-83103,Bratislava,Slovakia,SK,53,Female
002236c4f333bc8df6a5939749eb7869,dbedaa0402e0dfa8b90fb9557424c5fc,2023-12-25,2024-01-22,DE-10179,Berlin,Germany,DE,43,Male
002408f390f729598bbac1ef9421c6ae,589621a1ce8b9302b75d6920dfd7dd01,2023-12-27,2024-01-10,CH-2505,Biel/Bienne,Switzerland,CH,39,Male
0026955706fd4e2fa997f3f4c18d485a,47b6bc410befb9fa30a4c029dba944e5,2024-08-15,2024-08-20,DE-10178,Berlin,Germany,DE,28,Male
002834b4d901534f48d9e9a72047b288,4c41d73f1d29f1cd1e725ec445a82f23,2023-10-04,2023-10-08,DE-33607,Bielefeld,Germany,DE,32,Female
0028ff36263a86bf679df7c863a0a0ba,0659763dba9821af49728668716e1084,2024-04-07,2024-04-12,FR-51300,Reims,France,FR,24,Male
002905287304e28c0218389269b4759b,8bc183d9b9efac18f96f680940191c45,2022-10-25,2024-07-22,NL-2031,Haarlem,Netherlands,NL,43,Female
002b24cb2cd0c3e575040dbd278885e3,f422964d43fc7ecdc3e51443af0705f9,2024-03-19,2024-05-21,NO-0152,Oslo,Norway,NO,30,Female
002c625393dfa194828b462a6ef8cb0b,46a19a5b29624c9be39b41ab02b12b39,2023-11-07,2023-11-19,SK-83103,Bratislava,Slovakia,SK,36,Male
002d597546b2cf44428232c9f237f873,539b6ae3b5f2999db7e44c8d4dc2069f,2023-03-03,2024-07-22,DE-45133,Essen,Germany,DE,31,Female
0030aded3a67b29946a128ee8468388e,a961e198a1d400e99c02e8f4520f763c,2023-11-12,2023-11-23,DE-10179,Berlin,Germany,DE,18,Male
003177b3eeca50af17750f53802c9a09,20681391edaed7eccd918d4a74f8a570,2024-06-20,2024-07-08,SK-84104,Bratislava,Slovakia,SK,42,Female
0031abfb953b66e998f67b09e7b11375,431af5c5638973ed6e431618f318a0a2,2024-01-21,2024-01-23,AT-6040,Innsbruck,Austria,AT,21,Female
0031c1062edf836ef7a7a7ea758b137b,c087e490266509059177cb1ec7d802ba,2023-02-15,2023-03-01,FR-72300,"Le Mans",France,FR,31,Female
00330644cccc5db0276fa836976306fe,385ec0e1c5bcf488115ca06b26ec9f8b,2023-10-04,2023-10-30,FR-75015,Paris,France,FR,64,Male
0034f7933de3ead6bd9ba49afe95f119,5b540c6a8886384d1772215e6a189804,2024-04-05,2024-04-06,NO-4005,Stavanger/Sandnes,Norway,NO,28,Male
0035b30e58c620fa2bd30275ddd4f7ef,422ce018570adf9fa031a7838717be81,2024-03-14,2024-04-08,FR-13002,Marseille,France,FR,37,Male
0037d14e53af1d555a582504a4058f4c,442bdd695caba6183fc44d6cfdd4f094,2023-05-14,2023-06-11,DE-10117,Berlin,Germany,DE,47,Male
00380c010de38d578d02117f6d0b88e7,32ea836b21bcefba824d2b279bc42e53,2024-01-10,2024-02-28,AT-9030,"Klagenfurt am Wörthersee",Austria,AT,27,Female
003a75d228dc67cb2918e40c2aacc4bf,2c66c0b1075c04c7f6e113de9e3a89d9,2023-10-17,2023-10-19,AT-6030,Innsbruck,Austria,AT,34,Female
003b595c764773e20e0949b6fba7b1dc,6d55b4560e6c8ec28f8ba8099b442400,2024-04-10,2024-04-14,DE-44135,Dortmund,Germany,DE,54,Male
003bdf7fd8312f9d14a4b979f3747334,12d1cda209613cd60b9d242181be7077,2023-11-26,2023-11-28,DE-10179,Berlin,Germany,DE,63,Male
003cb2c7ce25d8af8556fb456f903546,00e872ca2fc94e59982286e69f186e0e,2023-07-25,2023-08-12,GB-E1,London,"United Kingdom",GB,52,Male
003e45472805afa1ee701d83284fa22b,28e2041c0f17e12da80a0146305c9259,2023-06-08,2023-06-11,BE-2018,Antwerp,Belgium,BE,32,Male
003eab528664e1bd677218ef4be086ac,6f8b40e5fdbd4a4b4dbaadc56f4bf681,2023-03-09,2023-04-03,FR-75015,Paris,France,FR,51,Male
003ec17a1389fa302f3a0423dddd8650,1b6e96ed99cb8d135efe220d761bbd67,2023-03-09,2023-03-22,DE-70176,Stuttgart,Germany,DE,25,Male
003f7d92ac63c512bb6584219806f8df,0125fb08af5c9dd55731090aafc63ac8,2024-02-10,2024-02-14,DE-10179,Berlin,Germany,DE,60,Male
0040b00970e2139e8c43b647c0da5305,8dfb9fff0eac6a63f34ed7707068e988,2022-12-22,2023-01-26,DE-20097,Hamburg,Germany,DE,27,Female
00426311a53f3c052943c88b692a3be2,aed838b04abeb2fb94566d0a073bd718,2023-05-28,2023-12-13,DE-10119,Berlin,Germany,DE,63,Female
0043b0afd67fb3af74360d2893b9a530,8f20ece0099d6e5c22c1fd0c24a1e681,2023-11-01,2023-11-15,FR-75001,Paris,France,FR,37,Male
00447b6bd39c4a0f6366b05948f9e2e3,3c9e98b59c61b1ccdba1108eca8c61d4,2022-10-27,2024-06-25,AT-1050,Vienna,Austria,AT,28,Male
0045ac1c0957bc92e109f71e4941fa49,7ad12bd39f33737cb4f634c8c44af118,2024-06-12,2024-06-30,DE-10179,Berlin,Germany,DE,65,Female
00498d14e21c58ed2feb5d5feb4cd706,0a9854e7028c74302d0963fa56e77a18,2022-12-05,2024-01-12,NL-2014,Haarlem,Netherlands,NL,36,Female
004a2b3e8b026284407c620f4f01f686,e90a1b194724309bbaa6228c398d1748,2024-04-14,2024-04-18,DK-9100,Aalborg,Denmark,DK,32,Male
004d41e9bf012c669db1a257888d85a2,5e35d686648f9f99fd1f90161d3db93c,2023-06-12,2023-07-14,SE-10012,Stockholm,Sweden,SE,27,Male
004ee20df425002ed78553e1f50caa3e,b6f424d6007b27912d37816a7d74ffaf,2024-04-27,2024-05-01,DE-41063,Mönchengladbach,Germany,DE,26,Male
004f39eb181d53fa796fe82ce7a0cbd5,aa5824451a9437648ed4dcdac530566d,2022-08-10,2024-05-11,DE-30167,Hanover,Germany,DE,57,Female
00502500a53243e07961383bf1a6fa82,bace01b0aa7c98f2a7fce9db19555eb9,2023-12-27,2024-02-20,DE-10179,Berlin,Germany,DE,61,Female
005092c23e81812fbbe11fc6cf7e5316,38827a4b81c4d81cffaec1accef6572c,2023-06-14,2023-08-06,DE-10115,Berlin,Germany,DE,41,Male
0050b4dd994efa94b2cd3210e4cecf32,e5ab9d9cc98f8d5befc51f952a44c87b,2023-07-10,2023-07-11,NL-2311,Leiden,Netherlands,NL,30,Female
0050ee32fbb93383fb0d9e3d8ee89a07,0301e2b22f44b5a060987ecf49f8ada8,2024-07-03,2024-07-23,DK-8210,Aarhus,Denmark,DK,50,Female
005196c65bab2861e397cc85bc7664bf,fd03997c82649affc061d275ddf1f3d9,2022-07-30,2024-01-17,CZ-70040,Ostrava,Czechia,CZ,49,Male
005460bea0518c7354f01adf10012184,6aaa688f88ee9cc7f9b90d5f7cca7d84,2024-04-06,2024-04-11,DE-10178,Berlin,Germany,DE,56,Male
0054f2f885ca69abcf4935c9506d7851,4f25ec76e8c86ded17aa0c58f236df0f,2023-03-24,2023-03-31,DE-10115,Berlin,Germany,DE,52,Female
005596395ca3acd0433fe7d6f95a028e,dff41d762e4e7b68b73af7203a429072,2023-08-02,2023-08-25,DE-10178,Berlin,Germany,DE,44,Male
00581d55862aecc8cbc7d701a27bc285,f794c59a46dc4872d97d173c1b51525a,2022-12-19,2024-03-29,GB-NW1,London,"United Kingdom",GB,36,Female
005b65c9a6485aa1b7ac382dd87b018f,c836c92436fdcd6e5475ef442481385c,2023-04-21,2023-05-12,BE-1000,Brussels,Belgium,BE,38,Female
005e2fff255d3d69e6cfc8c4928d33a9,b33573ec19214ad9a1bc30a97938e450,2024-01-03,2024-01-05,FR-75015,Paris,France,FR,72,Male
00618f4116647066768ca73893989605,b2c9b1bf57d5e980f6ec3975c65e40ed,2024-01-25,2024-01-31,DE-10117,Berlin,Germany,DE,61,Female
0061937e85c708a41f5d5b24405d0f50,449cc26294cc2d6e2e88a82cea3e42c0,2024-06-03,2024-06-25,DE-10179,Berlin,Germany,DE,46,Male
00624707c8556199de70cac1593e7088,c9aa56428d8b5bba23a9c7a435b09645,2024-06-13,2024-06-21,NL-1015,Amsterdam,Netherlands,NL,23,Female
0063913c2f1878cc471de963dc0571c4,3c4abb94aa82c0be6a86af95be2ca5bf,2023-11-24,2024-08-10,DE-10117,Berlin,Germany,DE,25,Male
0063bdf3bf91260f76973a4af6f9199e,aaea7e9a2d2432c24a03eb74cc430c8a,2024-05-18,2024-06-05,AT-1050,Vienna,Austria,AT,36,Male
006431d77c665533ac99b501d8a6ab06,2666a61d9b5755651665549f80bb3450,2024-04-05,2024-04-15,DE-4129,Leipzig,Germany,DE,55,Male
00660e817a39486a37c26b071d0741f8,587547bf360f33a6466aac68caecdde3,2024-03-17,2024-03-31,DE-10115,Berlin,Germany,DE,58,Male
0066d0530824a5e8044c71af62dea8d5,1bd843b2bc9b09595f3ed35d4f031506,2023-11-18,2023-11-22,PL-00-004,Warsaw,Poland,PL,31,Female
00674fe0f6a6f190bd022dbca99795dc,e6fe68d7c7867dac3659cb4a8e06880c,2024-05-05,2024-05-06,DE-10117,Berlin,Germany,DE,46,Male
006866a6f9ef10d3a85292859c4deae1,73b62c771f1f1e0760f88376d4a2b150,2024-07-26,2024-07-30,NL-1015,Amsterdam,Netherlands,NL,26,Female
0068b31b2dd799c334e7b6283333f84a,d7104510a89e6fb895b8104650173787,2023-12-07,2023-12-22,FR-59100,Lille,France,FR,48,Male
0069f43bfc018147f03b7a0f64fa00bd,7e7c1cf8c1a7ae4149f5a2fc2b1b65b4,2024-05-13,2024-07-19,BE-9060,Ghent,Belgium,BE,39,Male
006a5d6b5f648f3811fd4fa94d93a67c,52b088042a61c6a03ba2027a6dd929cc,2022-12-24,2023-05-30,DE-28197,Bremen,Germany,DE,41,Male
006ba1709128094a7047a4fa349f9bc8,44a575d55982c95a7f09b62c7702bddc,2023-11-09,2023-11-13,DE-80339,Munich,Germany,DE,39,Female
006d300ffcb82917c9866dd5a507dbe6,2ed2d94955614ec3262ce7575ef997f9,2022-12-23,2023-02-16,DE-10178,Berlin,Germany,DE,25,Male
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,8f7822e4f4fb685c89d972cba79a8b9e,2023-06-01,2023-06-10,DE-10119,Berlin,Germany,DE,51,Female
006f0d8cda092921f2cd9159db212237,2cac9c1a43808ace14f1598744f4a28a,2023-11-11,2023-11-11,CH-6904,Lugano,Switzerland,CH,41,Female
006fffc5b0accd275de3e3a4b6d0832d,19cb50ca8ff9afe19ce39c5d9562f3bd,2024-03-06,2024-03-14,SE-75003,Uppsala,Sweden,SE,32,Male
00701ade29704fc9aa33a8766b082cb6,bbdf651cbace0c9efc7fd3184235aa74,2023-08-21,2023-08-26,BE-8310,Bruges,Belgium,BE,57,Female
0070e3e36dad141bed98c6dd5b3d1216,77d6cd89498a8cd9762daa48e8e8b797,2023-05-07,2024-06-18,AT-4030,Linz,Austria,AT,24,Male
0075589b789b6bce7b058adab7e9a6f5,ab26376d360f4caa7f34418cff3c9971,2023-08-07,2023-10-03,BE-2040,Antwerp,Belgium,BE,42,Male
00765aebd8e20a9a8aa8c28d0099a938,ec99f30f38afadbfbae32d5883734ded,2023-05-07,2023-07-19,DE-45133,Essen,Germany,DE,36,Male
007732425b3cfb147a3ca928ce907cc1,fcad3faa5c09b2baf9164b8fd20098b5,2023-08-27,2023-09-12,DE-10115,Berlin,Germany,DE,20,Female
00785e4d6fd1ab53e7de20c730c070f1,717bebcdcbf23f37f3fba2a88f397678,2024-05-20,2024-06-10,CH-3002,Bern,Switzerland,CH,36,Male
0078867a1043bd408c6134cf5ca1bbf5,0be419a69453900fff1337bc4c3e0f0f,2024-05-28,2024-06-20,DE-10119,Berlin,Germany,DE,34,Female
00788705370da606e9f8390258b9e977,11a58793327e4f480717491484f4372a,2024-01-06,2024-01-06,CZ-10400,Prague,Czechia,CZ,38,Male
00791d8bb3acb245dc0b865656e18fff,56b6eede1b10925212f054a7ba614796,2024-08-19,2024-08-21,NL-3015,Rotterdam,Netherlands,NL,23,Male
00796be07bfc87dad2e31ef15490a718,570eb70ff97166b85ea96be3bfb65fef,2023-10-10,2023-10-24,NL-1011,Amsterdam,Netherlands,NL,50,Male
007a444502902587d7aa72af38cbd1de,8d2cc82dae0f2b1bb8667a2eedcd8c71,2024-04-15,2024-05-08,CH-8004,Zurich,Switzerland,CH,25,Female
007a6cde976f335c04a22d7043dd23f0,0a3f32fce9d5056b96a9fe604715982b,2023-08-28,2023-10-17,DE-86150,Augsburg,Germany,DE,61,Female
007b18ac9b8a627f259ea78aed981315,a06d94b5d758fbc36c8f679d98ae1fc5,2024-02-20,2024-03-16,DE-10115,Berlin,Germany,DE,57,Male
0080e98d82eceee143dc006defe00687,38a8b05798967480ac1ca6ce6c5cbd6a,2023-10-02,2023-10-26,DE-52064,Aachen,Germany,DE,35,Male
008598a4ca17eba904c5fed695cb13be,a6d8302831afb228546eccf6cb3b3b48,2023-07-28,2023-07-31,BE-1000,Brussels,Belgium,BE,45,Male
008657b86f500495539ffa6d275351b7,10b960a4f2cfecc03e6c89b4b02ebab6,2023-09-26,2023-10-08,DE-70180,Stuttgart,Germany,DE,29,Male
0089c34393989276de67746531e0df21,320388520e5f7afe7c97489ea2732796,2023-10-03,2023-10-17,DE-44803,Bochum,Germany,DE,49,Female
008d16b47540f172f75b765d5ea1eed0,35757a3cfd70b9aeab443c4dc1d8ad30,2024-01-10,2024-02-05,DE-10119,Berlin,Germany,DE,49,Male
008e1bbc8f278134d10d8788a3ca0b7c,7d373e92dd3086b4c37e9868fc8999c1,2023-04-04,2023-04-11,DE-86156,Augsburg,Germany,DE,46,Male
008e75e0f20ba6d6cc41923596b83693,197572fc8f1878d0a94195ac840dd947,2024-04-23,2024-04-25,DE-30163,Hanover,Germany,DE,61,Female
008f931f2de5414536a04cdd033bea60,3ee932c2f695c34affbbeb9a299c8166,2023-12-07,2023-12-14,ES-28003,Madrid,Spain,ES,43,Male
00914220fb44a373f667e19ed450e8df,a1605a83a0e36258d7eb2da55bb5ff4c,2024-07-26,2024-08-03,FR-75003,Paris,France,FR,25,Male
00931eabd5b24b4a2d97ec779d739631,15b3549f16e0f7bdc1afcbad647eb8a6,2023-04-03,2023-05-24,FR-13005,Marseille,France,FR,42,Female
0095298db7c70d082c2584d4eb496654,18ae61c98401cffe6c25c525f8ecc7bd,2023-08-17,2023-09-13,NL-6815,Arnhem,Netherlands,NL,55,Male
00953228b409090c774d955f2ab881e5,34502bdbecbd6a3b1dd162fe201556dd,2024-08-15,2024-08-23,DE-20144,Hamburg,Germany,DE,36,Female
009556b29007b7233895402fac956591,9fc40e07c540ae6cb1cc7cf10019ab3b,2024-06-26,2024-07-21,FR-33200,Bordeaux,France,FR,26,Male
0096dd625383caa8afe2c028018bf4ce,8d78819a02ccaa0243dbdb0888c7ba8b,2024-01-12,2024-04-11,FR-75015,Paris,France,FR,40,Male
0098c4d01b3588b0b61ac012e5e4b228,ed5f2cdb43c9166062c0baffd3973f14,2023-08-02,2023-08-04,CH-1202,Geneva,Switzerland,CH,73,Male
0099bfdae84652b1df38e27c0fc216e3,8186340945b0be4093153f9e51966e42,2024-01-18,2024-01-22,AT-5050,Salzburg,Austria,AT,71,Female
009aac1d726cf431e9cff8be1f7d9ca5,6cc9821bbb49f3a6159c6bca3542f795,2024-04-30,2024-05-01,RS-11000,Belgrade,Serbia,RS,24,Female
009ac0aeacb7e5c368452976385b7903,2d6f0bccd75dcbf570a1afe61eeb03a1,2023-07-31,2023-09-15,DE-70173,Stuttgart,Germany,DE,19,Male
009c825b4f96c0c03731ac38b6e1c6ea,16adfb3d3d55b81af6248041ba561882,2024-05-24,2024-05-28,BE-6030,Charleroi,Belgium,BE,48,Male
00a02bdfd1741b999de5e2ccfdb8cfc8,df0c259fcd231dc0a72eceb0bec4102f,2024-01-12,2024-02-12,DE-44787,Bochum,Germany,DE,38,Male
00a2277d94755da60c916bab098b9b49,9a4874151836dd0388acb83657ab7367,2024-01-10,2024-03-17,DE-40210,Düsseldorf,Germany,DE,29,Male
00a5ee1a809dde5ccdb5b8c58531c343,456351381464fe44c74f85a122d86839,2024-01-15,2024-01-28,DE-10179,Berlin,Germany,DE,25,Female
00a6e2753fc2652cb87386ffbf5792b2,3abdf4f27efce96f8573a88343a4084e,2023-02-18,2023-02-20,DE-10115,Berlin,Germany,DE,51,Male
00a7f6b5d305216d76ab1accbfe123b9,75a3b07e6c337d98fcf56aefb228b11b,2024-03-07,2024-03-20,DE-10117,Berlin,Germany,DE,26,Male
00aa3aa0438ac8a9e8a9378171ccd055,6a798e7cd7c78b8893eec42fc5bdeff9,2024-07-03,2024-08-13,NL-2132,Hoofddorp,Netherlands,NL,53,Female
00abf30c1a93c7c8b509cb80a22e4dd8,d43e7cbf7354f1f46a7a1b30701017b3,2024-07-15,2024-07-17,DE-70176,Stuttgart,Germany,DE,51,Male
00acc750f0c2bda99b95c4043ff1e662,308eed157c50c58cd2d795eb5f1e096a,2024-04-10,2024-05-07,NL-3012,Rotterdam,Netherlands,NL,52,Male
00aee581138f207eb71f58811aae25d1,7cdad7ad32a8ed3d160ca312e16d29f1,2024-04-04,2024-04-15,DE-50674,Cologne,Germany,DE,55,Male
00af1761df71da362764c51bb96f5118,b66facc84d03ec2aabda4c102d9ecb53,2023-11-22,2023-11-28,PL-00-005,Warsaw,Poland,PL,62,Male
00b14856ef33f09ac83df50620ce60b1,d5a1c9ee66337a40a8b95be64166da60,2023-08-25,2023-09-20,DE-40210,Düsseldorf,Germany,DE,31,Female
00b16eaf1e6b6bd4eeb54f97fc31f172,6c09a1b2276ad843fe5649cb2f92660c,2024-07-10,2024-07-26,FR-75003,Paris,France,FR,39,Female
00b2b9682f5c2a1f7cf1312ce6a0ea9d,949b75abf6fdda78201547bf5f4c07f5,2024-07-12,2024-08-02,DE-4109,Leipzig,Germany,DE,38,Female
00b4a445a17922526d9b64e567ac2865,e97f8593167749c6900418a170670da8,2023-06-21,2023-07-09,CH-3001,Bern,Switzerland,CH,28,Male
00b5072ef1192bc4d02e1d6264317bb0,86e5bace0b99ae394e73ee02a28fa10e,2023-11-19,2023-11-23,DE-60313,Frankfurt,Germany,DE,36,Female
00b6731ea206414be73f8c73bec1951e,72061fff095d8325b311ea24e2f4a2b5,2023-11-12,2023-12-05,NL-9711,Groningen,Netherlands,NL,38,Male
00b78d0d0484fc9f3e1138e1ab752db6,6d9c0dc8d49cf9b9ff824bf1b0f79b4a,2023-09-28,2023-12-04,DE-60311,Frankfurt,Germany,DE,28,Male
00b7c3aa68e7f0e83117105ee4964a49,24807abbbdb040003fa4c1f72b686431,2024-07-07,2024-07-14,PL-00-003,Warsaw,Poland,PL,59,Male
00b7dcb6e32230f09195eb0e9aa1a94b,f42ed5286ed2c811df0db5d230eb8383,2023-05-10,2023-05-13,DE-10119,Berlin,Germany,DE,30,Male
00b96a156e6827442e5ec7c620a39d24,41b75ed52acfa208903915c459a5e3fd,2024-03-29,2024-04-21,NL-1014,Amsterdam,Netherlands,NL,22,Female
00ba24d5e8869fd25950fd26c098ee20,fb7321c807106363b749c783f41de4fc,2024-04-07,2024-05-15,DE-10119,Berlin,Germany,DE,66,Male
00ba72dac5dae2776b5bfcf799a956b2,40b5e9eed4db7f956359145971056f5d,2024-06-07,2024-08-11,DE-10179,Berlin,Germany,DE,47,Female
00ba767af52461bf567696d2a6d2909f,4dfa53e424b44b9dcb3965683078712d,2023-10-15,2023-10-25,NL-5611,Eindhoven,Netherlands,NL,18,Male
00ba7e4052ff6531f4e8aa0b0054318b,e46d6bcd22d95a9d167d807372d08add,2023-05-07,2023-05-07,DE-20144,Hamburg,Germany,DE,37,Male
00bad631eaa8723983a6c7e2f910dfca,a672e4e4af506e713c1b4373e038cabb,2024-07-11,2024-08-14,DE-60316,Frankfurt,Germany,DE,24,Female
00bae1a0d3566c3af0c3c67fd2204935,66d201c13937598dd4e036788a10a203,2024-02-22,2024-02-22,NL-6511,Nijmegen,Netherlands,NL,35,Female
00bb27539e10159490e73842a90b173e,9190d6ac7534e99da5edfd3aa43b29a6,2023-07-26,2023-07-27,DE-4107,Leipzig,Germany,DE,50,Male
00bb2dd15521a8a428bb530b4cabb403,0cbd5dfde4c06bbe2960d2c0c95e5e7d,2023-06-27,2023-08-02,DE-28197,Bremen,Germany,DE,43,Female
00bd25230af840df218e6902df6ac894,c55681552ac6922a276fb013d773881b,2023-04-15,2024-01-29,BE-2801,Mechelen,Belgium,BE,34,Female
00be672c9d26099d6fd918cf76a4ef67,6dfec7f36b7045b17ff80348337f75dc,2023-08-10,2023-08-14,PL-00-003,Warsaw,Poland,PL,38,Male
00c042af846ab3125854b4abc3bf25a6,af13324b5f4c0a838fe662c52a44b959,2023-07-29,2023-09-18,FR-69004,Lyon,France,FR,23,Male
00c1cef22f54b3d3935e1c145b0c6ec6,d6ed810cf6ad03d565b645f0eb0d12a7,2023-01-20,2024-02-03,NL-2132,Hoofddorp,Netherlands,NL,72,Female
00c23397b535962f65c89900d6a9ab22,be31ab006786747df81854035a1960f4,2023-12-11,2024-01-01,DE-20144,Hamburg,Germany,DE,44,Male
00c36dc4ec485e2500e9a669d6ea63d6,1973beff39565594011f9a0ef66f923e,2023-09-08,2023-09-21,DK-1150,Copenhagen,Denmark,DK,58,Female
00c38945ab09a0f226419274da4675e4,507c2846cc2991d0765fbf880e1d219c,2023-12-18,2024-01-06,FR-75002,Paris,France,FR,29,Female
00c5b008c1465e327578fdacf185ccfa,ccd9fc8fd74bc87817d864a5dfc1bf1d,2024-05-12,2024-06-11,FR-35000,Rennes,France,FR,42,Male
00c9ed767059efd304546d437c9d171d,2a63862c48140ff3de7e30f323eedec6,2024-01-19,2024-01-24,DE-10178,Berlin,Germany,DE,20,Male
00cd48b2051a1518d6d33ffd01dbfcb6,2f683d2b8640f8988ad9ca6295c03a50,2022-11-26,2023-02-03,DE-10179,Berlin,Germany,DE,28,Male
00cf7bb323cf933b841728576c4de744,9595c4a04247bc9a1930529085323033,2024-02-17,2024-04-19,CH-1201,Geneva,Switzerland,CH,43,Male
00d59ed5b36bbeac2deb4e7256a39fb4,e85c47169878ba316206d340b2ba2e22,2024-07-03,2024-07-05,CH-1202,Geneva,Switzerland,CH,34,Male
00d7e038b53f4b3ed3036d2d016e51c4,61c5df1c0ba751e67109d3a9448ba372,2024-02-23,2024-03-31,DE-80335,Munich,Germany,DE,26,Male
00d9314fb3f147133d0dae548abab307,b20f3ab024ac7114796526eb0c59bd6a,2024-02-24,2024-03-09,CZ-77904,Olomouc,Czechia,CZ,25,Male
00daf19c19d0fa15a86284fa7293b5ac,5f9d0a2d1cbdc542a46b46a8b3511701,2024-05-15,2024-06-10,DE-4129,Leipzig,Germany,DE,19,Female
00dcc20224e6a230aa9f7ff8fb6f29f8,7a91ff7dd6e77ba0f5ce7698cd7ba73b,2023-02-20,2023-02-21,DE-10179,Berlin,Germany,DE,31,Male
00de350c10e898eb927e6a5440a30191,73e879f10191d104c98f767f967b1e63,2023-04-06,2023-05-01,FR-75002,Paris,France,FR,43,Female
00e144a7e8e11d93c3c4f12558735f03,b228692e71b74a9931496bf59debce23,2023-10-02,2023-12-10,BE-1081,Sint-Jans-Molenbeek,Belgium,BE,51,Female
00e200fe66bc8553bd83681887d6176f,fc5e5fe0a1c88aebef8f551bc84abd9c,2023-04-01,2023-04-20,EE-10111,Tallinn,Estonia,EE,64,Male
00e3fdbce18ef97f5b13e1cc27e9dc98,aabcd181e8b68df20212829acc386a2f,2022-11-02,2023-05-01,FR-13003,Marseille,France,FR,52,Male
